Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
6,60,Yes,9,3,48.0,65
1,76,Yes,7,2,51.0,96
6,54,No,7,1,40.0,64
2,62,Yes,5,3,34.0,66
6,53,Yes,8,9,43.0,70
9,54,No,8,1,59.0,76
8,49,Yes,9,6,42.0,78
9,95,Yes,5,0,93.0,100
8,48,No,9,0,37.0,68
3,83,Yes,6,4,63.0,70
8,78,Yes,7,6,70.0,96
6,44,No,9,0,33.0,68
6,64,Yes,4,3,50.0,92
6,95,Yes,8,4,84.0,69
3,81,Yes,9,1,60.0,82
1,96,Yes,6,6,67.0,100
4,65,Yes,7,3,47.0,71
6,47,No,6,7,34.0,67
2,61,Yes,9,0,38.0,74
7,91,Yes,7,9,84.0,85
7,64,Yes,7,0,53.0,74
4,87,No,5,0,69.0,81
4,51,No,5,3,32.0,63
1,48,No,4,0,21.0,75
2,49,Yes,4,4,30.0,72
9,87,Yes,6,5,85.0,92
8,49,Yes,5,6,45.0,81
8,48,Yes,7,7,43.0,71
9,65,Yes,5,7,63.0,74
7,74,No,7,1,64.0,76
9,66,Yes,5,3,62.0,81
2,99,Yes,7,6,76.0,77
6,70,No,6,8,62.0,76
3,58,No,5,8,40.0,67
6,82,No,8,2,71.0,100
3,77,No,8,6,56.0,53
8,45,No,7,3,38.0,69
4,54,Yes,6,8,39.0,87
6,68,Yes,7,6,62.0,82
9,86,Yes,6,5,84.0,97
2,84,Yes,4,8,64.0,82
2,93,Yes,5,6,71.0,78
7,44,No,6,7,38.0,51
2,53,Yes,7,4,26.0,68
2,92,Yes,4,3,67.0,76
4,41,No,7,0,23.0,58
9,62,No,8,7,57.0,74
8,83,Yes,8,5,80.0,100
2,91,Yes,5,3,68.0,100
8,85,No,9,2,77.0,89
4,58,Yes,5,4,37.0,66
2,63,No,4,3,39.0,61
7,59,Yes,8,6,49.0,80
6,86,No,6,5,74.0,100
5,66,No,8,2,53.0,75
1,91,No,9,9,67.0,61
2,63,Yes,5,0,38.0,77
8,56,No,7,6,47.0,84
1,64,No,4,4,40.0,57
3,85,Yes,9,0,68.0,85
2,94,Yes,8,0,70.0,88
5,70,Yes,6,5,54.0,77
4,67,No,9,3,49.0,68
7,89,No,6,7,79.0,97
5,98,No,6,1,82.0,85
8,67,Yes,4,3,62.0,67
4,61,Yes,6,7,46.0,56
6,95,No,6,7,86.0,100
4,98,Yes,8,4,80.0,94
2,44,Yes,4,2,17.0,63
1,93,No,7,3,69.0,80
1,83,No,7,2,58.0,74
8,81,Yes,6,1,74.0,76
4,47,No,9,3,32.0,65
5,77,Yes,5,8,64.0,62
8,67,Yes,4,5,57.0,72
7,96,No,5,3,82.0,86
8,86,No,4,0,78.0,93
8,51,Yes,4,6,40.0,71
6,96,Yes,8,1,88.0,99
2,64,No,6,5,42.0,85
6,77,Yes,8,9,67.0,92
1,83,Yes,9,0,56.0,83
1,54,Yes,5,6,26.0,66
3,83,Yes,5,3,56.0,69
3,80,Yes,7,2,63.0,88
5,90,No,9,9,78.0,100
1,92,Yes,9,6,68.0,86
6,73,Yes,8,2,66.0,100
7,99,No,8,7,90.0,78
3,84,No,9,3,65.0,71
4,52,No,8,2,33.0,77
3,47,Yes,7,6,32.0,71
1,98,Yes,8,6,74.0,98
8,52,No,8,8,48.0,75
2,75,No,9,9,57.0,71
1,45,No,9,6,22.0,63
8,77,No,8,5,69.0,70
7,71,No,8,2,62.0,70
7,60,Yes,9,3,52.0,86
4,83,No,5,7,66.0,90
9,83,Yes,6,5,81.0,92
6,88,Yes,5,8,75.0,70
2,98,No,8,7,80.0,85
1,46,No,4,7,20.0,53
1,65,No,4,9,40.0,83
9,54,No,7,9,55.0,73
4,95,No,5,6,78.0,77
5,88,Yes,9,9,76.0,87
3,81,No,7,0,60.0,74
4,62,No,7,4,44.0,87
8,91,Yes,4,6,85.0,83
4,77,No,5,9,56.0,66
9,80,No,6,8,76.0,67
9,54,No,9,3,49.0,75
6,87,Yes,5,7,72.0,80
2,92,No,7,0,69.0,71
7,79,No,8,3,72.0,96
9,55,No,7,3,50.0,82
6,71,No,5,1,57.0,78
3,76,Yes,4,2,56.0,91
7,57,No,5,2,46.0,80
5,59,Yes,6,8,45.0,66
1,85,No,9,6,60.0,70
3,41,No,9,1,22.0,72
5,94,No,8,8,81.0,92
7,62,Yes,8,7,54.0,79
3,69,No,7,5,48.0,67
6,42,No,5,5,28.0,72
5,85,Yes,9,1,73.0,78
1,78,No,4,2,52.0,76
6,86,No,6,5,74.0,99
8,88,No,7,2,84.0,84
1,40,No,5,6,13.0,47
2,80,Yes,4,4,57.0,69
4,61,Yes,5,3,42.0,82
2,68,Yes,4,7,47.0,77
9,53,No,5,1,48.0,74
8,87,No,5,2,81.0,84
8,67,No,9,9,63.0,86
4,60,No,7,3,43.0,65
5,84,Yes,5,9,71.0,87
4,71,No,5,5,49.0,69
9,45,Yes,7,4,43.0,65
2,93,No,7,4,69.0,78
8,40,No,8,6,34.0,66
2,60,Yes,8,7,37.0,70
1,96,No,9,5,74.0,88
3,43,Yes,7,2,21.0,40
9,42,Yes,6,3,38.0,64
3,88,No,9,0,67.0,79
9,69,Yes,4,4,64.0,95
7,70,Yes,7,9,61.0,70
1,73,No,8,7,46.0,76
5,58,Yes,5,2,41.0,86
9,59,Yes,7,9,58.0,67
3,62,No,7,3,40.0,75
9,93,Yes,8,3,92.0,86
5,98,No,8,5,86.0,86
9,79,Yes,6,8,77.0,80
6,64,No,9,9,52.0,70
9,54,No,8,2,47.0,99
7,77,No,8,3,70.0,92
7,62,No,8,5,57.0,89
8,91,No,9,5,90.0,97
7,41,Yes,5,6,32.0,54
9,96,No,7,0,93.0,97
9,96,No,7,8,94.0,100
6,54,Yes,8,1,42.0,65
7,91,No,9,3,82.0,98
2,83,Yes,6,2,58.0,86
9,74,Yes,8,2,68.0,100
1,49,No,9,4,25.0,62
1,53,Yes,9,6,30.0,58
3,66,Yes,6,6,46.0,71
6,93,Yes,9,6,86.0,100
5,53,No,7,2,42.0,56
2,74,Yes,6,8,49.0,57
9,72,No,6,5,70.0,85
4,91,No,4,9,74.0,82
4,40,Yes,6,7,26.0,66
5,73,No,6,0,56.0,87
8,58,Yes,5,3,54.0,72
4,63,Yes,7,6,48.0,58
5,81,No,8,8,70.0,100
4,43,No,4,2,22.0,55
6,75,No,6,5,62.0,71
3,52,Yes,5,7,33.0,79
8,97,Yes,5,2,93.0,90
6,71,Yes,9,5,62.0,80
5,48,No,8,8,31.0,73
2,78,Yes,8,8,60.0,90
7,55,Yes,7,5,50.0,73
2,89,Yes,9,4,67.0,97
1,42,Yes,6,0,17.0,43
7,91,No,5,2,82.0,96
5,59,Yes,4,2,41.0,65
1,49,No,7,3,24.0,78
4,95,Yes,6,4,78.0,89
4,97,Yes,9,7,80.0,82
7,97,Yes,8,8,93.0,99
9,61,No,9,6,64.0,90
2,87,No,6,9,60.0,86
1,42,No,9,5,18.0,53
2,50,Yes,8,2,28.0,63
7,64,Yes,6,8,54.0,77
6,81,No,4,9,71.0,84
4,87,Yes,7,0,68.0,90
1,47,Yes,9,8,23.0,47
1,48,No,8,2,20.0,67
5,54,Yes,4,8,37.0,68
1,71,Yes,5,9,47.0,67
7,92,Yes,4,0,81.0,82
1,42,No,4,7,18.0,61
1,43,Yes,4,5,16.0,40
2,69,No,8,8,49.0,69
3,52,Yes,5,3,33.0,61
1,83,No,7,4,60.0,85
9,60,No,4,5,55.0,71
8,80,No,8,8,75.0,84
5,96,No,8,5,81.0,100
2,85,Yes,7,8,64.0,91
5,58,No,6,1,41.0,80
6,78,Yes,5,3,68.0,79
1,87,Yes,5,2,59.0,84
4,61,No,9,3,44.0,71
9,59,Yes,4,0,55.0,76
2,76,Yes,6,1,54.0,81
5,70,Yes,5,3,53.0,72
1,49,Yes,9,9,24.0,79
4,57,No,4,3,37.0,69
4,82,Yes,6,4,65.0,88
6,78,Yes,8,8,69.0,97
9,85,Yes,4,0,82.0,98
3,59,Yes,6,7,39.0,59
9,57,Yes,7,2,54.0,82
6,50,No,5,8,36.0,78
7,61,Yes,4,7,55.0,86
2,98,No,9,7,78.0,77
6,83,Yes,8,8,73.0,79
6,57,No,9,3,49.0,85
2,97,Yes,4,4,74.0,79
2,73,Yes,5,6,51.0,74
2,62,No,5,1,37.0,85
1,40,No,6,6,16.0,62
5,94,No,9,2,84.0,83
8,49,Yes,9,5,47.0,67
2,92,No,8,5,70.0,87
5,40,No,6,5,28.0,55
8,77,No,8,9,72.0,83
5,78,Yes,4,1,60.0,83
2,88,Yes,4,8,67.0,95
3,48,Yes,9,7,33.0,75
6,70,No,6,6,58.0,73
5,46,Yes,7,8,36.0,81
4,56,Yes,5,3,35.0,67
4,74,Yes,6,1,56.0,67
5,87,Yes,6,3,71.0,83
2,76,No,4,9,51.0,89
9,91,Yes,5,2,88.0,93
2,57,No,6,1,36.0,70
2,72,No,4,1,50.0,91
9,43,No,4,7,42.0,60
3,62,No,9,4,44.0,62
7,50,No,9,5,42.0,58
4,91,No,6,7,75.0,89
6,48,Yes,6,6,34.0,71
4,69,No,4,6,54.0,92
7,47,Yes,9,6,36.0,72
1,79,No,6,6,53.0,73
3,44,Yes,5,7,24.0,65
3,51,No,4,0,30.0,69
1,40,Yes,4,2,13.0,46
6,54,Yes,6,0,43.0,98
9,64,No,6,7,56.0,83
8,57,No,6,1,50.0,78
7,77,No,5,6,67.0,88
8,81,No,4,5,74.0,92
6,85,Yes,7,0,73.0,84
9,92,Yes,5,5,90.0,86
3,65,No,5,8,42.0,78
9,79,No,9,2,77.0,90
4,98,Yes,4,6,84.0,82
7,42,No,7,3,37.0,84
9,93,Yes,4,0,91.0,95
2,61,No,5,6,34.0,76
2,65,No,6,0,40.0,85
9,58,Yes,4,3,53.0,77
3,83,Yes,4,8,63.0,84
9,83,No,6,4,82.0,96
5,86,Yes,7,6,73.0,79
6,99,No,7,6,86.0,91
2,78,Yes,4,2,56.0,79
8,98,No,6,7,94.0,85
9,75,No,9,0,74.0,100
2,60,No,4,3,37.0,58
6,80,Yes,6,9,69.0,72
6,93,Yes,5,3,79.0,100
8,87,Yes,9,1,83.0,96
5,65,Yes,6,5,50.0,67
9,52,No,4,0,47.0,80
1,75,Yes,8,2,53.0,90
9,63,Yes,7,8,62.0,80
7,80,Yes,4,9,75.0,100
4,65,No,6,5,48.0,59
3,60,Yes,9,1,40.0,78
6,57,Yes,9,8,45.0,84
1,54,No,6,1,27.0,75
3,54,No,7,6,32.0,67
2,45,No,4,0,20.0,61
9,82,No,9,4,80.0,92
3,70,No,9,6,51.0,84
2,67,No,8,2,44.0,79
4,47,No,5,3,29.0,77
2,68,Yes,8,4,46.0,65
1,60,No,5,2,37.0,69
6,56,No,9,5,44.0,65
8,95,No,5,2,90.0,89
2,96,No,4,7,75.0,95
9,88,No,9,6,84.0,91
3,63,Yes,9,0,44.0,97
8,97,Yes,5,1,91.0,94
8,99,Yes,6,3,94.0,94
3,89,Yes,5,4,69.0,85
3,75,Yes,5,9,57.0,73
6,70,Yes,7,3,55.0,77
1,86,Yes,7,3,61.0,91
4,73,No,4,8,54.0,79
1,41,No,4,3,12.0,53
3,81,No,6,3,62.0,72
9,42,No,7,3,40.0,68
5,69,No,8,1,57.0,79
5,47,No,4,7,33.0,80
4,91,Yes,4,3,71.0,72
3,46,No,7,4,26.0,63
5,51,No,7,7,39.0,73
4,97,No,6,3,74.0,69
8,58,Yes,7,4,56.0,71
4,65,Yes,5,4,45.0,68
8,67,Yes,9,5,61.0,73
6,54,No,8,6,45.0,76
5,53,No,9,2,43.0,72
4,87,No,5,9,68.0,78
4,98,Yes,5,2,79.0,92
4,53,Yes,9,8,40.0,88
9,42,No,5,0,37.0,86
4,89,Yes,4,9,72.0,67
9,68,No,9,7,67.0,88
6,99,Yes,5,9,93.0,92
7,93,Yes,4,2,85.0,92
3,45,Yes,7,4,26.0,63
8,88,No,8,2,84.0,91
3,62,Yes,8,9,45.0,75
1,67,No,5,0,41.0,67
5,53,No,8,9,39.0,63
2,53,No,4,4,28.0,63
6,59,Yes,7,7,48.0,77
9,52,Yes,5,4,46.0,80
1,66,Yes,6,3,38.0,79
4,99,No,9,8,87.0,86
1,74,Yes,8,0,50.0,78
1,84,Yes,8,4,63.0,90
8,95,No,5,0,89.0,100
2,41,No,9,5,19.0,63
1,80,No,9,9,56.0,76
8,84,Yes,8,8,82.0,91
4,79,Yes,8,1,60.0,69
3,87,No,6,3,67.0,81
4,63,Yes,9,7,50.0,83
5,68,No,4,2,52.0,83
1,42,Yes,5,6,17.0,60
1,84,No,5,6,61.0,82
3,43,Yes,6,1,22.0,57
6,89,No,6,9,79.0,94
1,41,No,4,3,15.0,61
2,59,No,7,0,34.0,67
7,93,Yes,5,7,83.0,86
1,92,Yes,9,9,71.0,84
7,54,Yes,8,9,47.0,71
4,88,No,4,8,70.0,90
6,71,No,5,0,58.0,76
8,81,No,9,6,74.0,100
9,40,No,4,0,34.0,83
6,77,No,7,0,66.0,74
9,74,No,9,8,73.0,86
4,90,No,5,9,72.0,79
6,46,No,8,9,34.0,66
8,84,No,9,5,80.0,100
9,52,Yes,5,0,49.0,73
3,88,No,4,6,69.0,87
2,40,Yes,7,2,16.0,67
6,53,No,9,9,46.0,65
4,68,Yes,4,3,50.0,68
1,97,No,4,3,67.0,72
8,42,Yes,6,7,37.0,63
9,85,No,4,0,78.0,61
9,63,No,9,7,62.0,86
2,40,No,7,8,18.0,82
9,87,Yes,8,6,83.0,91
7,49,No,6,0,42.0,60
5,52,Yes,4,6,36.0,64
7,75,Yes,9,5,64.0,77
9,48,Yes,5,4,47.0,65
8,53,Yes,6,4,48.0,83
6,75,Yes,7,0,63.0,89
4,49,No,5,5,31.0,58
1,79,Yes,7,3,54.0,84
6,62,Yes,5,0,46.0,88
3,74,Yes,8,7,53.0,94
6,94,Yes,7,7,86.0,100
6,46,No,5,3,34.0,61
4,81,No,7,6,66.0,100
2,74,No,6,2,53.0,74
9,41,Yes,7,7,32.0,63
2,54,Yes,9,6,32.0,72
3,48,Yes,7,4,26.0,61
1,86,No,5,4,59.0,83
7,56,Yes,7,8,45.0,62
1,78,No,8,5,54.0,75
9,91,Yes,4,5,89.0,100
1,57,Yes,6,1,35.0,69
5,54,No,9,4,40.0,73
7,57,Yes,5,3,49.0,80
3,63,No,7,9,46.0,85
9,62,Yes,7,2,63.0,66
8,51,No,7,8,43.0,78
3,62,Yes,6,6,44.0,71
5,60,Yes,9,3,48.0,77
7,65,Yes,4,8,53.0,87
4,47,Yes,8,8,32.0,58
5,69,Yes,9,6,58.0,70
3,73,No,8,4,50.0,58
9,41,No,9,8,39.0,66
9,44,Yes,5,6,41.0,84
7,70,No,4,8,61.0,79
2,72,No,4,2,49.0,63
7,93,No,6,8,84.0,85
7,43,No,9,0,32.0,55
5,45,Yes,7,4,32.0,58
9,62,No,4,1,60.0,83
3,84,No,9,0,67.0,72
4,58,Yes,7,2,46.0,84
1,82,Yes,6,6,56.0,78
6,84,Yes,9,2,74.0,86
4,47,Yes,9,9,28.0,64
1,78,Yes,5,9,52.0,84
2,52,Yes,9,8,28.0,74
3,40,Yes,5,2,18.0,66
9,45,Yes,7,5,45.0,79
8,46,No,7,1,41.0,70
7,87,Yes,4,7,78.0,92
4,66,No,6,9,48.0,72
1,54,Yes,5,4,26.0,66
8,91,Yes,4,1,86.0,88
4,73,No,8,6,56.0,74
3,97,Yes,4,2,77.0,81
9,96,Yes,7,4,95.0,98
4,62,No,8,8,47.0,87
4,87,No,4,0,62.0,91
9,88,No,9,1,87.0,79
2,63,No,6,4,40.0,84
5,54,No,5,3,35.0,67
4,74,No,9,0,60.0,85
9,43,Yes,8,6,41.0,64
5,83,Yes,6,8,67.0,84
9,76,Yes,4,0,70.0,87
9,56,Yes,9,7,55.0,64
2,70,Yes,7,8,54.0,83
9,77,No,7,1,72.0,97
3,49,No,6,0,26.0,65
4,93,Yes,7,5,77.0,99
1,89,No,5,6,67.0,81
1,66,Yes,6,1,39.0,79
1,81,No,6,4,54.0,57
9,45,Yes,7,4,43.0,95
8,95,Yes,6,6,89.0,100
5,45,Yes,4,0,28.0,64
5,91,No,8,9,80.0,70
9,54,No,9,7,51.0,79
3,43,Yes,8,4,23.0,52
3,96,No,9,2,79.0,92
7,87,Yes,7,8,77.0,91
9,93,Yes,5,2,89.0,83
6,95,No,5,6,80.0,98
2,79,Yes,7,9,57.0,86
1,46,Yes,7,6,20.0,73
2,90,Yes,6,9,68.0,83
1,97,No,5,7,71.0,71
9,88,Yes,8,9,88.0,100
8,92,Yes,7,7,85.0,88
7,84,Yes,8,3,77.0,74
3,86,Yes,9,0,66.0,95
8,65,No,8,3,61.0,99
2,97,Yes,5,5,74.0,85
2,70,Yes,9,9,48.0,95
3,41,No,8,5,18.0,64
7,67,No,6,5,59.0,76
1,81,No,6,6,55.0,72
8,52,No,5,0,47.0,90
7,57,No,6,9,52.0,70
4,69,No,7,0,50.0,83
5,94,Yes,9,6,77.0,82
1,50,Yes,5,3,25.0,62
4,52,No,9,5,35.0,79
1,90,Yes,8,5,65.0,79
1,63,No,7,8,40.0,68
1,96,Yes,5,1,70.0,94
7,68,No,8,3,61.0,95
7,95,No,8,3,89.0,98
4,93,Yes,8,6,77.0,81
2,44,No,8,0,22.0,60
3,74,Yes,8,4,55.0,79
8,58,No,5,3,52.0,80
8,94,No,6,1,88.0,82
6,52,Yes,8,4,44.0,80
9,44,No,7,8,39.0,72
9,83,Yes,5,7,80.0,72
4,53,Yes,4,8,35.0,61
1,77,Yes,6,6,52.0,72
1,61,Yes,7,9,34.0,69
5,48,Yes,8,6,33.0,86
2,88,No,5,1,64.0,84
6,79,No,5,2,65.0,74
7,65,Yes,8,9,55.0,80
1,84,No,7,7,58.0,76
6,44,Yes,5,1,29.0,70
8,68,No,9,6,65.0,87
5,93,Yes,6,5,80.0,99
7,61,No,7,9,55.0,78
6,88,Yes,8,3,78.0,100
4,42,No,7,3,22.0,73
7,67,Yes,9,2,53.0,71
9,77,Yes,7,5,77.0,100
7,53,No,4,2,41.0,75
5,86,Yes,8,8,69.0,76
7,53,Yes,6,3,47.0,90
3,82,No,8,3,64.0,100
2,50,No,4,1,28.0,67
5,48,Yes,8,1,35.0,65
4,77,Yes,8,6,63.0,80
5,86,Yes,6,4,71.0,91
8,83,Yes,4,2,78.0,99
4,45,No,8,5,32.0,74
9,40,Yes,9,5,40.0,73
7,64,Yes,8,0,55.0,92
7,55,No,5,2,42.0,70
8,91,No,8,4,88.0,100
6,54,Yes,6,6,43.0,70
8,73,No,5,3,66.0,86
3,56,No,9,7,33.0,68
1,42,No,9,2,12.0,60
6,42,Yes,9,5,32.0,65
1,76,Yes,4,5,48.0,87
9,56,Yes,9,8,56.0,72
2,94,No,7,3,73.0,78
2,88,Yes,6,6,65.0,100
7,91,Yes,4,9,83.0,98
2,77,Yes,5,0,53.0,55
8,40,No,7,0,39.0,66
6,46,Yes,4,1,32.0,52
7,65,Yes,6,3,55.0,69
7,86,Yes,5,5,76.0,58
6,78,Yes,6,3,69.0,82
9,58,No,6,5,54.0,67
9,91,Yes,5,1,89.0,92
7,93,Yes,9,8,87.0,76
9,69,No,8,2,66.0,83
3,82,No,6,6,65.0,78
3,94,No,9,0,71.0,98
1,53,No,5,7,27.0,79
5,52,No,6,3,38.0,78
4,59,Yes,8,4,43.0,70
2,65,No,5,6,38.0,89
9,66,No,4,2,59.0,65
3,64,No,4,8,44.0,61
8,48,Yes,9,8,39.0,71
6,80,Yes,4,7,67.0,100
5,87,Yes,7,0,70.0,82
1,51,No,6,1,24.0,64
4,49,Yes,6,1,31.0,55
3,45,No,5,2,24.0,74
1,89,No,7,1,61.0,89
5,73,Yes,6,0,59.0,87
6,98,Yes,5,4,87.0,85
2,91,Yes,8,5,68.0,77
3,80,No,6,6,62.0,69
6,58,Yes,9,9,50.0,77
4,45,Yes,6,6,27.0,57
9,41,Yes,8,1,36.0,59
5,54,Yes,8,6,43.0,69
4,56,Yes,6,1,35.0,65
2,55,No,8,1,29.0,62
6,67,No,5,5,56.0,83
2,60,Yes,6,5,41.0,73
7,47,No,6,7,37.0,68
3,49,No,4,4,26.0,68
9,49,No,9,4,46.0,65
5,89,Yes,6,9,75.0,87
8,49,No,4,0,40.0,73
6,48,Yes,8,3,36.0,56
8,67,No,9,0,62.0,90
3,63,Yes,9,9,47.0,67
3,58,No,8,4,39.0,72
5,72,No,5,7,57.0,89
3,43,Yes,4,0,20.0,72
8,95,Yes,6,2,87.0,91
8,42,No,4,0,31.0,65
2,81,Yes,8,5,57.0,87
4,51,Yes,8,9,37.0,77
1,57,Yes,5,0,29.0,62
4,62,Yes,9,9,48.0,68
4,59,No,9,2,41.0,53
9,45,Yes,8,4,43.0,74
3,92,No,4,4,70.0,83
2,73,No,9,1,54.0,88
9,81,Yes,6,2,77.0,90
9,41,Yes,6,8,40.0,84
1,69,Yes,4,0,39.0,65
6,48,Yes,5,0,38.0,81
8,66,No,6,1,61.0,76
3,81,No,4,7,59.0,87
9,73,Yes,4,5,68.0,70
2,79,No,8,3,59.0,82
6,63,Yes,9,6,55.0,60
1,88,No,8,5,63.0,79
7,56,No,9,8,47.0,79
3,68,No,5,5,49.0,71
7,75,Yes,5,1,64.0,72
4,89,Yes,5,2,72.0,93
9,51,No,4,8,46.0,73
5,70,Yes,4,6,55.0,73
3,88,Yes,8,5,73.0,86
8,48,No,6,4,41.0,96
6,58,Yes,9,2,50.0,86
2,85,Yes,9,3,61.0,91
3,85,No,5,0,60.0,84
8,56,No,9,4,52.0,78
7,41,No,7,6,31.0,46
6,79,No,5,1,66.0,76
1,44,Yes,9,7,16.0,58
9,98,Yes,8,9,93.0,76
3,78,No,9,5,59.0,69
5,93,No,4,9,78.0,69
7,87,Yes,8,2,79.0,87
7,55,Yes,8,1,50.0,83
3,56,Yes,8,7,38.0,81
4,93,No,7,3,80.0,92
7,66,No,7,6,58.0,70
8,46,No,9,6,44.0,56
2,91,No,5,9,70.0,68
9,47,Yes,9,8,45.0,62
7,47,No,9,9,40.0,64
8,62,No,9,7,57.0,77
6,71,Yes,4,7,61.0,71
6,82,No,8,6,72.0,88
9,86,Yes,6,9,83.0,87
4,57,No,5,4,36.0,70
5,77,Yes,5,8,61.0,91
9,93,Yes,8,6,90.0,81
1,51,Yes,5,2,22.0,68
4,54,No,8,5,35.0,70
7,67,No,5,2,59.0,76
9,94,No,9,5,89.0,100
6,77,No,4,7,66.0,90
8,89,No,5,8,88.0,83
9,95,No,5,1,91.0,91
4,70,Yes,6,5,53.0,80
1,91,No,4,2,64.0,79
8,48,No,9,6,40.0,77
2,47,Yes,4,3,24.0,68
1,85,Yes,4,4,59.0,96
7,58,No,5,9,49.0,62
9,90,Yes,7,5,85.0,89
9,47,No,5,7,47.0,66
3,73,Yes,8,1,54.0,83
6,96,No,6,3,82.0,74
7,43,Yes,4,3,31.0,71
9,70,Yes,8,5,67.0,77
2,77,No,9,3,58.0,72
8,42,No,8,4,36.0,57
7,74,Yes,7,4,66.0,78
4,58,Yes,4,7,39.0,81
2,82,Yes,5,3,61.0,80
8,68,Yes,4,5,64.0,87
5,49,No,6,6,31.0,83
6,51,Yes,4,7,39.0,74
7,85,Yes,8,8,78.0,82
1,69,No,8,9,43.0,77
8,69,No,5,7,62.0,76
4,99,No,5,3,80.0,83
9,57,No,5,3,51.0,62
1,63,No,9,9,40.0,80
2,71,No,6,4,48.0,72
6,48,Yes,9,2,38.0,73
1,86,Yes,9,1,61.0,71
4,63,Yes,9,1,42.0,77
8,65,No,4,8,57.0,72
5,42,No,7,7,26.0,65
9,62,Yes,4,5,58.0,87
6,50,Yes,5,8,40.0,79
1,49,No,6,4,26.0,66
6,89,No,9,9,78.0,71
6,75,Yes,4,0,62.0,100
6,99,Yes,8,7,90.0,100
8,52,Yes,9,2,50.0,82
6,68,Yes,4,8,57.0,72
5,77,Yes,8,0,62.0,80
2,98,No,4,2,74.0,81
4,92,Yes,4,0,74.0,97
5,52,Yes,9,0,40.0,74
4,96,No,4,5,81.0,81
2,65,Yes,5,3,45.0,70
7,59,No,8,9,50.0,86
2,44,No,6,3,17.0,77
1,59,Yes,7,4,31.0,82
5,53,Yes,9,2,40.0,79
1,84,No,8,1,61.0,78
1,53,No,5,9,26.0,40
1,47,No,8,7,20.0,66
6,87,Yes,6,6,73.0,85
9,52,Yes,9,9,55.0,79
1,63,Yes,8,3,37.0,71
5,54,Yes,5,1,35.0,58
9,90,Yes,9,8,90.0,97
9,40,No,5,7,36.0,76
1,61,Yes,9,3,38.0,77
8,73,Yes,7,4,65.0,91
1,89,No,6,9,66.0,88
8,90,Yes,7,5,88.0,88
1,79,Yes,4,3,53.0,76
5,42,Yes,5,1,27.0,67
8,94,No,7,4,90.0,93
6,65,No,5,0,50.0,85
9,53,Yes,9,6,49.0,81
1,97,Yes,5,8,71.0,100
9,80,Yes,4,2,72.0,100
1,47,No,5,5,21.0,65
3,88,No,9,8,73.0,50
1,94,Yes,9,3,68.0,94
3,94,Yes,7,5,74.0,81
2,95,Yes,6,2,72.0,78
2,55,Yes,8,8,38.0,67
9,81,No,7,6,78.0,83
8,60,No,4,6,55.0,83
1,49,Yes,8,3,24.0,51
4,96,No,5,5,72.0,75
1,64,No,7,7,38.0,74
1,95,Yes,8,5,73.0,91
4,77,Yes,7,5,60.0,86
2,61,Yes,5,3,38.0,64
3,88,Yes,9,7,74.0,77
9,87,No,7,9,86.0,86
2,86,Yes,4,7,62.0,83
4,93,Yes,8,8,80.0,100
1,85,Yes,8,5,62.0,62
2,43,Yes,8,1,22.0,62
5,43,No,7,3,28.0,55
1,69,Yes,5,3,41.0,57
7,41,Yes,7,7,34.0,78
4,68,No,7,4,52.0,82
6,82,Yes,9,3,71.0,89
8,75,Yes,8,7,68.0,92
6,60,Yes,5,2,47.0,70
2,99,No,6,1,73.0,81
1,60,Yes,5,3,33.0,89
8,87,Yes,7,0,83.0,87
8,60,Yes,4,0,48.0,82
9,43,No,5,4,39.0,71
6,40,Yes,8,0,29.0,50
1,65,Yes,4,3,36.0,52
9,95,Yes,6,7,94.0,88
3,90,No,6,7,73.0,95
6,41,No,4,1,28.0,74
9,48,Yes,6,2,49.0,84
3,94,Yes,4,2,73.0,76
5,96,No,7,0,83.0,100
5,84,Yes,4,2,73.0,76
7,57,No,7,7,50.0,78
4,87,No,8,5,74.0,86
4,87,No,8,4,71.0,83
7,96,Yes,6,9,92.0,100
9,81,No,9,8,78.0,81
4,80,No,9,6,64.0,69
4,50,Yes,4,5,37.0,71
6,64,Yes,7,4,49.0,72
6,65,Yes,8,4,53.0,100
7,97,No,8,9,95.0,100
1,75,No,8,8,50.0,72
3,81,Yes,6,9,62.0,71
9,74,No,8,5,74.0,68
6,77,Yes,9,3,70.0,75
6,42,Yes,5,3,29.0,68
5,98,Yes,6,3,81.0,100
3,80,Yes,4,5,58.0,89
5,74,Yes,5,0,57.0,81
1,89,No,6,8,61.0,77
3,79,No,6,1,56.0,81
4,61,Yes,7,1,44.0,69
5,47,No,5,4,30.0,83
9,54,No,5,3,53.0,75
4,84,Yes,9,2,67.0,82
3,46,No,5,4,21.0,44
1,58,No,8,6,35.0,68
6,79,Yes,9,9,77.0,94
7,81,No,8,1,72.0,75
8,56,No,9,5,52.0,70
1,40,No,4,3,15.0,69
4,84,No,9,1,67.0,69
5,68,No,4,0,55.0,88
2,97,Yes,9,7,73.0,80
1,52,Yes,4,4,25.0,62
8,95,Yes,8,9,90.0,82
6,87,Yes,9,1,74.0,89
5,68,Yes,7,7,53.0,100
9,80,No,9,2,79.0,95
2,81,No,4,6,59.0,72
8,45,Yes,6,1,40.0,82
